Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
892,Michael Stone,31,CGY,D,11,2,4,6,3,4,1.1,1,1,0,1,3,1,0,24,8.3,192,1727,17,26,0,0,,stonemi01
893,Anton Stralman,35,ARI,D,74,8,15,23,-16,12,3.6,8,0,0,1,15,0,0,95,8.4,1579,2120,100,99,0,0,,stralan01
894,Austin Strand,24,LAK,D,8,0,2,2,-1,0,0.3,0,0,0,0,2,0,0,9,0.0,122,1517,5,7,0,0,,stranau01
895,Dylan Strome,24,CHI,C,69,22,26,48,-6,28,4.7,17,5,0,2,15,11,0,126,17.5,1203,1726,33,11,460,419,52.3,stromdy01
896,Ryan Strome,28,NYR,C,74,21,33,54,15,69,5.7,15,5,1,5,24,9,0,161,13.0,1356,1819,19,41,363,455,44.4,stromry01
897,Marian Studenic,23,TOT,RW,33,2,2,4,-7,6,-0.2,2,0,0,0,2,0,0,42,4.8,368,1109,15,25,1,3,25.0,studema01
898,Jack Studnicka,22,BOS,C,15,0,3,3,-5,4,-0.2,0,0,0,0,3,0,0,21,0.0,189,1235,5,17,58,61,48.7,studnja01
899,Nico Sturm,26,TOT,C,74,9,11,20,-7,14,0.7,7,1,1,0,11,0,0,101,8.9,881,1154,29,99,312,277,53.0,sturmni01
900,Tim Stützle,20,OTT,LW,79,22,36,58,-27,37,4.8,14,7,1,4,17,19,0,176,12.5,1455,1825,52,125,180,293,38.1,stuetti02
901,P.K. Subban,32,NJD,D,77,5,17,22,-8,82,3.4,5,0,0,1,16,0,1,114,4.4,1409,1818,90,69,0,0,,subbapk01
902,C.J. Suess,27,WPG,LW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,17,543,5,2,2,2,50.0,frankcl01
903,Oskar Sundqvist,27,TOT,C,59,8,15,23,5,29,1.7,8,0,0,1,15,0,0,70,11.4,826,1400,29,70,75,107,41.2,sundqos01
904,Andrej Sustr,31,TOT,D,38,1,5,6,-4,16,1.0,1,0,0,0,5,0,0,28,3.6,559,1443,36,27,0,0,,sustran01
905,Pius Suter,25,DET,F,82,15,21,36,-11,22,2.3,14,0,1,3,18,3,0,166,9.0,1388,1655,37,24,495,509,49.3,suterpi01
906,Ryan Suter,37,DAL,D,82,7,25,32,1,40,6.6,3,4,0,0,16,9,0,118,5.9,1940,2339,88,46,0,0,,suterry01
907,Nick Suzuki,22,MTL,C,82,21,40,61,-29,30,4.2,12,8,1,4,26,12,2,186,11.3,1682,2031,62,89,699,711,49.6,suzukni01
908,Andrei Svechnikov,21,CAR,RW,78,30,39,69,19,79,7.9,21,9,0,5,26,13,0,249,12.0,1346,1716,15,189,0,6,0.0,svechan01
909,Evgeny Svechnikov,25,WPG,LW,72,7,12,19,-4,38,1.1,7,0,0,1,12,0,0,78,9.0,774,1045,22,104,3,4,42.9,svechev01
910,Brandon Tanev,30,SEA,LW,30,9,6,15,4,13,1.8,6,2,1,3,6,0,0,51,17.6,437,1434,22,98,1,1,50.0,tanevbr01
911,Chris Tanev,32,CGY,D,82,6,22,28,35,22,6.9,6,0,0,3,22,0,0,88,6.8,1678,2028,158,52,0,0,,tanevch01
912,Vladimir Tarasenko,30,STL,RW,75,34,48,82,7,32,8.9,29,5,0,9,30,17,1,230,14.8,1268,1655,45,83,4,7,36.4,tarasvl01
913,Tomas Tatar,31,NJD,LW,76,15,15,30,-22,22,1.7,13,2,0,1,12,3,0,132,11.4,1127,1450,28,75,19,31,38.0,tatarto01
914,John Tavares,31,TOR,C,79,27,49,76,-8,32,6.9,17,10,0,3,33,16,0,237,11.4,1428,1804,44,90,813,529,60.6,tavarjo01
915,Matt Tennyson,31,NSH,D,8,0,3,3,0,4,0.4,0,0,0,0,3,0,0,5,0.0,103,1255,4,12,0,0,,tennyma01
916,Teuvo Teravainen,27,CAR,F,77,22,43,65,22,24,6.9,11,9,2,2,20,22,1,202,10.9,1363,1742,30,15,24,20,54.5,teravte01
917,Troy Terry,24,ANA,C,75,37,30,67,-11,26,7.7,29,8,0,7,23,7,0,192,19.3,1368,1814,27,6,1,8,11.1,terrytr01
918,Alexandre Texier,22,CBJ,C,36,11,9,20,0,12,2.1,10,0,1,0,8,0,1,59,18.6,526,1436,12,13,20,37,35.1,texieal01
919,Shea Theodore,26,VEG,D,78,14,38,52,6,24,8.2,13,1,0,5,27,11,0,205,6.8,1804,2308,97,37,0,0,,theodsh01
920,Robert Thomas,22,STL,C,72,20,57,77,17,16,7.3,15,3,2,6,45,11,1,115,17.4,1352,1846,25,13,562,565,49.9,thomaro01
921,Nate Thompson,37,PHI,C,33,1,2,3,-15,31,-0.7,1,0,0,0,2,0,0,23,4.3,395,1158,20,49,160,127,55.7,thompna01
922,Tage Thompson,24,BUF,C,78,38,30,68,-17,37,7.7,26,10,2,4,24,6,0,253,15.0,1395,1753,25,66,393,582,40.3,thompta01
923,Tyce Thompson,22,NJD,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,29,1425,0,2,1,0,100.0,thompty01
924,Lassi Thomson,21,OTT,D,16,0,5,5,-8,2,0.3,0,0,0,0,4,1,0,18,0.0,276,1715,9,23,0,0,,thomsla01
925,Joe Thornton,42,FLA,C,34,5,5,10,-10,10,0.3,2,3,0,1,5,0,0,26,19.2,378,1106,10,20,77,98,44.0,thornjo01
926,Chris Tierney,27,OTT,C,70,6,12,18,-12,14,0.7,3,3,0,2,10,2,0,72,8.3,869,1225,30,42,264,267,49.7,tiernch01
927,Conor Timmins,23,ARI,D,6,0,0,0,-6,0,-0.3,0,0,0,0,0,0,0,5,0.0,106,1745,9,7,0,0,,timmico01
928,Jarred Tinordi,29,NYR,D,7,1,0,1,-5,7,-0.1,1,0,0,1,0,0,0,5,20.0,90,1251,8,17,0,0,,tinorja01
929,Owen Tippett,22,TOT,RW,63,10,11,21,-2,12,1.3,9,1,0,1,9,2,0,126,7.9,846,1325,16,98,21,34,38.2,tippeow01
930,Vladimir Tkachev,26,LAK,F,4,0,2,2,-2,2,0.0,0,0,0,0,0,2,0,1,0.0,56,1359,0,1,1,1,50.0,tkachvl02
931,Brady Tkachuk,22,OTT,LW,79,30,37,67,-7,117,7.1,21,9,0,3,29,8,0,288,10.4,1485,1848,25,270,218,217,50.1,tkachbr01
932,Matthew Tkachuk,24,CGY,RW,82,42,62,104,57,68,13.7,30,12,0,6,45,17,0,253,16.6,1468,1754,20,93,20,23,46.5,tkachma01
933,Devon Toews,27,COL,D,66,13,44,57,52,20,11.2,11,2,0,3,34,10,0,158,8.2,1674,2522,85,54,0,0,,toewsde01
934,Jonathan Toews,33,CHI,C,71,12,25,37,-14,39,2.4,7,4,1,2,22,3,0,125,9.6,1241,1729,22,25,788,548,59.0,toewsjo01
935,Tyler Toffoli,29,TOT,C,74,20,29,49,-5,14,4.5,10,8,2,1,20,8,1,195,10.3,1206,1618,24,81,18,16,52.9,toffoty01
936,Eeli Tolvanen,22,NSH,RW,75,11,12,23,-7,16,1.3,10,1,0,1,7,5,0,151,7.3,1007,1326,45,176,0,1,0.0,tolvaee01
937,Philip Tomasino,20,NSH,C,76,11,21,32,2,10,2.7,8,3,0,3,15,6,0,111,9.9,877,1132,28,49,21,33,38.9,tomasph01
938,Dominic Toninato,27,WPG,C,77,7,7,14,1,22,1.0,6,0,1,1,3,1,3,44,15.9,647,824,32,92,87,118,42.4,tonindo01
939,Alexey Toropchenko,22,STL,RW,28,2,0,2,-9,15,-0.5,2,0,0,0,0,0,0,43,4.7,300,1043,21,69,1,2,33.3,toropal01
940,Brayden Tracey,20,ANA,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,9,921,0,0,0,0,,tracebr01
941,Yakov Trenin,25,NSH,C,80,17,7,24,7,46,2.2,17,0,0,2,7,0,0,136,12.5,1173,1440,33,191,12,23,34.3,treniya01
942,Vincent Trocheck,28,CAR,C,81,21,30,51,21,78,5.3,15,6,0,3,24,6,0,168,12.5,1448,1752,46,185,680,565,54.6,trochvi01
943,Jacob Trouba,27,NYR,D,81,11,28,39,25,88,8.9,10,1,0,1,23,3,2,204,5.4,1817,2226,177,207,0,0,,troubja01
944,Alexander True,24,SEA,F,8,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,6,0.0,66,815,2,22,12,15,44.4,trueal01
945,Alex Tuch,25,BUF,RW,50,12,26,38,-3,14,3.4,9,2,1,0,20,6,0,139,8.6,920,1825,49,32,9,14,39.1,tuchal01
946,Riley Tufte,23,DAL,LW,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,5,20.0,72,712,4,9,1,1,50.0,tufteri01
947,Alex Turcotte,20,LAK,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,13,0.0,90,1116,2,8,12,17,41.4,turcoal02
948,Kyle Turris,32,EDM,C,23,1,3,4,-5,4,-0.1,1,0,0,0,3,0,0,21,4.8,198,837,6,13,28,22,56.0,turriky01
949,T.J. Tynan,29,LAK,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,22,1051,2,1,6,7,46.2,tynant.01
950,Urho Vaakanainen,23,TOT,D,29,0,6,6,-5,10,0.9,0,0,0,0,5,1,0,27,0.0,560,1919,28,27,0,0,,vaakaur01
951,Juuso Valimaki,23,CGY,D,9,0,2,2,0,10,0.3,0,0,0,0,2,0,0,11,0.0,141,1542,9,8,0,0,,valimju01
952,James van Riemsdyk,32,PHI,LW,82,24,14,38,-33,25,2.9,15,9,0,4,14,0,0,186,12.9,1321,1607,25,34,10,14,41.7,vanrija01
953,Trevor van Riemsdyk,30,WSH,D,72,1,16,17,-3,40,2.5,1,0,0,0,15,0,1,75,1.3,1258,1728,129,25,0,0,,vanritr01
954,Frank Vatrano,27,TOT,LW,71,18,14,32,4,22,3.2,17,1,0,3,13,1,0,161,11.2,934,1310,26,68,12,13,48.0,vatrafr01
955,Mike Vecchione,28,WSH,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,5,506,0,0,0,0,,vecchmi01
956,Lukas Vejdemo,26,MTL,C,6,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,10,10.0,64,1038,4,7,13,18,41.9,vejdelu01
957,Joe Veleno,22,DET,C,66,8,7,15,-14,22,0.3,8,0,0,0,7,0,0,73,11.0,872,1313,25,123,222,238,48.3,velenjo01
958,Carter Verhaeghe,26,FLA,C,78,24,31,55,24,48,5.8,24,0,0,4,28,3,0,167,14.4,1252,1603,16,50,19,10,65.5,verhaca01
959,Kristian Vesalainen,22,WPG,W,53,2,1,3,-8,6,-0.6,2,0,0,0,1,0,0,43,4.7,460,840,14,72,0,1,0.0,vesalkr01
960,Jimmy Vesey,28,NJD,LW,68,8,7,15,-24,12,-0.3,6,0,2,2,7,0,0,110,7.3,981,1425,29,85,18,43,29.5,veseyji02
961,Jeffrey Viel,25,SJS,F,34,3,2,5,-2,114,0.3,3,0,0,0,2,0,0,30,10.0,299,848,11,84,4,8,33.3,vielje01
962,Gabriel Vilardi,22,LAK,C,25,5,2,7,-5,8,0.5,3,2,0,1,2,0,0,41,12.2,338,1331,9,6,60,71,45.8,vilarga01
963,Alex Vlasic,20,CHI,D,15,1,1,2,-2,2,0.4,1,0,0,0,1,0,0,12,8.3,215,1419,16,15,0,0,,vlasial01
964,Marc-Edouard Vlasic,34,SJS,D,75,3,11,14,-22,18,1.9,3,0,0,0,11,0,0,63,4.8,1141,1513,90,54,0,0,,vlasima01
965,Jakub Voracek,32,CBJ,RW,79,6,56,62,-13,44,3.7,4,2,0,2,33,23,0,147,4.1,1379,1728,28,27,5,28,15.2,voracja01
966,Jakub Vrana,25,DET,LW,26,13,6,19,-8,16,2.2,8,5,0,3,5,1,0,65,20.0,388,1456,9,14,1,2,33.3,vranaja01
967,Chris Wagner,30,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,16,1557,0,11,0,1,0.0,wagnech01
968,Oliver Wahlstrom,21,NYI,RW,73,13,11,24,-6,74,2.2,8,5,0,2,8,3,0,157,8.3,880,1204,19,101,6,8,42.9,wahlsol01
969,Nathan Walker,27,STL,C,30,8,4,12,1,2,1.3,8,0,0,2,4,0,0,38,21.1,346,1133,22,58,8,15,34.8,walkena01
970,Sean Walker,27,LAK,D,6,0,2,2,-1,4,0.2,0,0,0,0,1,1,0,18,0.0,110,1822,9,9,0,0,,walkese01
971,Jake Walman,25,TOT,D,51,3,7,10,-3,10,1.5,3,0,0,0,6,1,0,87,3.4,715,1401,58,47,0,0,,walmaja01
972,Reilly Walsh,22,NJD,D,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,14,1423,2,0,0,0,,walshre01
973,Austin Watson,30,OTT,LW,67,10,6,16,-3,91,1.3,9,0,1,1,6,0,0,88,11.4,803,1159,63,213,7,13,35.0,watsoau01
974,Jasper Weatherby,24,SJS,C,50,5,6,11,-14,18,0.3,4,1,0,0,5,1,0,45,11.1,562,1114,24,52,173,168,50.7,weathja01
975,MacKenzie Weegar,28,FLA,D,80,8,36,44,40,81,7.7,6,1,1,2,33,2,1,203,3.9,1870,2322,156,179,0,0,,weegama01
976,Alexander Wennberg,27,SEA,C,80,11,26,37,-26,28,1.6,9,2,0,2,21,4,1,95,11.6,1428,1751,44,47,555,635,46.6,wennbal01
977,Zach Werenski,24,CBJ,D,68,11,37,48,-15,22,5.7,7,4,0,2,26,10,1,216,5.1,1745,2540,95,33,0,0,,werenza01
978,Blake Wheeler,35,WPG,RW,65,17,43,60,-15,36,4.8,14,3,0,2,26,17,0,167,10.2,1270,1932,37,62,4,17,19.0,wheelbl01
979,Colin White,25,OTT,C,24,3,7,10,-11,4,0.3,1,2,0,1,2,5,0,47,6.4,368,1520,4,28,86,91,48.6,whiteco02
980,Colton White,24,NJD,D,27,0,4,4,2,8,0.9,0,0,0,0,4,0,0,18,0.0,358,1315,14,24,0,0,,whiteco03
981,Zach Whitecloud,25,VEG,D,59,8,11,19,21,20,5.0,7,0,1,1,11,0,0,94,8.5,1109,1848,115,98,0,0,,whiteza01
982,Chris Wideman,32,MTL,D,64,4,23,27,-25,67,1.9,4,0,0,1,11,12,0,76,5.3,952,1453,46,44,0,0,,widemch01
983,Maxwell Willman,26,PHI,C,41,4,2,6,-13,16,-0.2,4,0,0,0,2,0,0,65,6.2,483,1146,10,53,2,5,28.6,willmma01
984,Tom Wilson,27,WSH,RW,78,24,28,52,13,98,5.5,18,4,2,5,21,6,1,151,15.9,1449,1835,55,240,22,30,42.3,wilsoto01
985,Luke Witkowski,31,DET,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,918,0,1,0,0,,witkolu01
986,Christian Wolanin,26,TOT,D,9,1,1,2,-1,2,0.4,1,0,0,0,1,0,0,5,20.0,132,1442,13,5,0,0,,wolanch01
987,Miles Wood,26,NJD,LW,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,2,0.0,44,1446,1,5,0,0,,woodmi01
988,Kailer Yamamoto,23,EDM,RW,81,20,21,41,-1,40,3.4,16,3,1,4,17,3,1,114,17.5,1367,1652,36,114,2,4,33.3,yamamka01
989,Keith Yandle,35,PHI,D,77,1,18,19,-47,14,-0.4,0,1,0,0,8,10,0,105,1.0,1076,1359,40,29,0,0,,yandlke01
990,Jesse Ylönen,22,MTL,RW,14,2,3,5,2,2,0.5,2,0,0,0,3,0,0,16,12.5,162,1134,4,5,0,0,,yloneje01
991,Cameron York,21,PHI,D,30,3,7,10,-14,6,0.8,2,1,0,0,4,3,0,33,9.1,572,1905,40,20,0,0,,yorkca01
992,Pavel Zacha,24,NJD,C,70,15,21,36,-21,22,2.2,11,4,0,1,17,4,0,148,10.1,1179,1651,18,80,189,188,50.1,zachapa01
993,Filip Zadina,22,DET,RW,74,10,14,24,-24,10,0.8,6,4,0,1,10,4,0,154,6.5,1049,1411,34,57,5,5,50.0,zadinfi01
994,Nikita Zadorov,26,CGY,D,74,4,18,22,11,77,4.1,4,0,0,0,18,0,0,106,3.8,1251,1655,49,181,0,0,,zadorni01
995,Nikita Zaitsev,30,OTT,D,62,2,9,11,-7,28,2.2,2,0,0,0,7,0,2,65,3.1,1177,1859,103,128,0,0,,zaitsni01
996,Yegor Zamula,21,PHI,D,10,0,0,0,-6,4,-0.3,0,0,0,0,0,0,0,4,0.0,163,1621,19,5,0,0,,zamulye01
997,Jakub Zboril,24,BOS,D,10,0,3,3,1,4,0.5,0,0,0,0,3,0,0,13,0.0,157,1544,10,24,0,0,,zborija01
998,Trevor Zegras,20,ANA,C,75,23,38,61,-21,50,5.4,14,9,0,5,30,8,0,181,12.7,1343,1754,27,56,217,327,39.9,zegratr01
999,Fabian Zetterlund,22,NJD,W,14,3,5,8,5,0,0.9,3,0,0,0,5,0,0,36,8.3,187,1321,7,16,2,1,66.7,zettefa01
1000,Mika Zibanejad,28,NYR,C,81,29,52,81,30,12,9.2,13,15,1,3,35,13,4,219,13.2,1591,1938,47,67,700,638,52.3,zibanmi01
1001,Radim Zohorna,25,PIT,F,17,2,4,6,12,4,0.9,2,0,0,0,4,0,0,9,22.2,176,1020,3,23,4,8,33.3,zohorra01
1002,Artem Zub,26,OTT,D,81,6,16,22,1,60,4.9,6,0,0,0,16,0,0,92,6.5,1704,2102,124,155,0,0,,zubar01
1003,Mats Zuccarello,34,MIN,LW,70,24,55,79,21,24,8.0,17,7,0,2,34,21,0,159,15.1,1301,1835,33,36,21,34,38.2,zuccama01
1004,Jason Zucker,30,PIT,LW,41,8,9,17,-2,15,1.3,6,2,0,0,9,0,0,102,7.8,608,1449,20,66,4,11,26.7,zuckeja01
