Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
355,Jani Hakanpaa,29,DAL,D,80,4,8,12,1,43,3.5,4,0,0,0,7,0,1,68,5.9,1297,1613,112,248,0,0,,hakanja01
356,Jayden Halbgewachs,24,SJS,F,3,0,1,1,1,4,0.1,0,0,0,0,1,0,0,7,0.0,39,1306,0,3,0,0,,halbgja01
357,Taylor Hall,30,BOS,LW,81,20,41,61,11,42,6.2,13,7,0,3,33,8,0,217,9.2,1329,1625,36,55,18,21,46.2,hallta02
358,Filip Hallander,21,PIT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,552,0,0,0,0,,hallafi01
359,Dougie Hamilton,28,NJD,D,62,9,21,30,-19,34,3.6,7,2,0,1,15,6,0,197,4.6,1316,2113,92,87,0,0,,hamildo01
360,Travis Hamonic,31,TOT,D,43,4,6,10,6,14,2.7,4,0,0,0,6,0,0,82,4.9,810,1851,93,73,0,0,,hamontr01
361,Noah Hanifin,25,CGY,D,81,10,38,48,27,19,8.7,9,1,0,1,25,12,1,189,5.3,1726,2118,84,63,0,0,,hanifno01
362,Joel Hanley,30,DAL,D,44,2,4,6,-13,4,0.6,2,0,0,0,4,0,0,18,11.1,525,1156,43,60,0,0,,hanlejo01
363,Mike Hardman,22,CHI,RW,21,0,2,2,-6,11,-0.3,0,0,0,0,2,0,0,12,0.0,195,918,12,60,1,1,50.0,hardmmi01
364,Jansen Harkins,24,WPG,C,77,7,6,13,-8,15,0.4,7,0,0,0,6,0,0,67,10.4,730,929,18,51,28,16,63.6,harkija01
365,Thomas Harley,20,DAL,D,34,1,3,4,-4,6,0.9,1,0,0,0,3,0,0,36,2.8,465,1341,30,30,0,0,,harleth01
366,Ben Harpur,27,NSH,D,19,0,1,1,-10,27,-0.4,0,0,0,0,1,0,0,13,0.0,261,1344,21,36,0,0,,harpube01
367,Scott Harrington,28,CBJ,D,7,0,1,1,-4,6,-0.1,0,0,0,0,1,0,0,5,0.0,101,1428,9,8,0,0,,harrisc01
368,Jordan Harris,21,MTL,D,10,1,0,1,3,8,0.5,1,0,0,0,0,0,0,9,11.1,163,1617,11,10,0,0,,harrijo01
369,Ryan Hartman,27,MIN,RW,82,34,31,65,31,95,7.6,33,1,0,7,24,7,0,239,14.2,1491,1811,48,72,513,631,44.8,hartmry01
370,Rafaël Harvey-Pinard,23,MTL,LW,4,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,6,16.7,52,1305,3,12,0,1,0.0,harvera01
371,Santeri Hatakka,21,SJS,D,9,0,2,2,-5,2,0.0,0,0,0,0,2,0,0,3,0.0,114,1238,7,5,0,0,,hataksa01
372,Garnet Hathaway,30,WSH,RW,76,14,12,26,19,57,2.9,14,0,0,4,11,0,1,124,11.3,1018,1323,62,250,10,18,35.7,hathaga01
373,Erik Haula,30,BOS,LW,78,18,26,44,19,47,4.9,16,2,0,3,24,2,0,141,12.8,1177,1506,36,129,434,372,53.8,haulaer01
374,John Hayden,26,BUF,C,55,2,2,4,-12,84,-0.7,2,0,0,0,2,0,0,65,3.1,597,1051,24,104,2,7,22.2,haydejo01
375,Kevin Hayes,29,PHI,RW,48,10,21,31,-20,26,2.0,8,2,0,1,18,2,1,126,7.9,860,1755,12,36,260,347,42.8,hayeske01
376,Zack Hayes,22,VEG,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,33,1053,1,12,0,0,,hayesza01
377,Barrett Hayton,21,ARI,C,60,10,14,24,-8,20,1.4,8,2,0,1,11,3,0,82,12.2,967,1607,33,84,415,447,48.1,haytoba01
378,Dillon Heatherington,26,OTT,D,9,0,0,0,-1,7,0.1,0,0,0,0,0,0,0,4,0.0,111,1220,2,18,0,0,,heathdi01
379,Victor Hedman,31,TBL,D,82,20,65,85,26,36,13.6,14,6,0,6,33,32,0,219,9.1,2056,2505,129,93,0,0,,hedmavi01
380,Danton Heinen,26,PIT,C,76,18,15,33,6,16,3.5,15,3,0,1,14,1,0,138,13.0,966,1243,33,66,0,4,0.0,heineda01
381,Ville Heinola,20,WPG,D,12,0,5,5,-2,10,0.5,0,0,0,0,5,0,0,25,0.0,179,1454,7,9,0,0,,heinovi01
382,Miro Heiskanen,22,DAL,D,70,5,31,36,3,24,6.6,2,3,0,1,23,8,0,156,3.2,1742,2453,92,52,0,0,,heiskmi01
383,Darren Helm,35,COL,C,68,7,8,15,-5,14,0.6,6,0,1,1,7,0,1,93,7.5,717,1033,27,114,103,130,44.2,helmda01
384,Adam Henrique,31,ANA,C,58,19,23,42,-2,14,4.4,13,6,0,0,18,5,0,141,13.5,1010,1725,47,22,276,221,55.5,henriad01
385,Aleksi Heponiemi,23,FLA,C,6,0,1,1,-6,2,-0.3,0,0,0,0,0,1,0,7,0.0,84,1402,1,0,2,4,33.3,heponal01
386,Tomas Hertl,28,SJS,C,82,30,34,64,-9,30,6.6,24,6,0,6,23,10,1,205,14.6,1635,1956,57,105,769,697,52.5,hertlto01
387,Thomas Hickey,32,NYI,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,39,1929,3,2,0,0,,hicketh01
388,Matthew Highmore,25,VAN,LW,46,5,7,12,1,14,0.8,4,1,0,0,7,0,0,61,8.2,584,1242,38,41,3,5,37.5,highmma01
389,Cameron Hillis,21,MTL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,1015,0,0,2,2,50.0,hillica01
390,Vinnie Hinostroza,27,BUF,C,62,13,12,25,-11,24,2.1,12,1,0,2,12,0,0,92,14.1,860,1352,13,25,12,16,42.9,hinosvi01
391,Roope Hintz,25,DAL,LW,80,37,35,72,15,28,8.9,25,9,3,7,19,15,1,213,17.4,1443,1802,53,82,357,317,53.0,hintzro01
392,Taro Hirose,25,DET,LW,15,1,3,4,-5,4,0.0,0,1,0,0,2,1,0,10,10.0,160,1040,2,9,1,1,50.0,hirosta01
393,Nico Hischier,23,NJD,C,70,21,39,60,-1,17,5.6,17,4,0,2,29,8,2,153,13.7,1354,1921,48,50,730,672,52.1,hischni01
394,Hayden Hodgson,25,PHI,RW,6,1,2,3,-1,11,0.2,1,0,0,0,2,0,0,10,10.0,79,1312,2,12,1,1,50.0,hodgsha01
395,Mike Hoffman,32,MTL,C,67,15,20,35,-24,32,2.2,11,4,0,3,11,9,0,154,9.7,1142,1703,29,27,12,8,60.0,hoffmmi02
396,Gregory Hofmann,29,CBJ,C,24,2,5,7,6,8,0.6,2,0,0,2,5,0,0,33,6.1,300,1230,10,23,0,8,0.0,hofmagr01
397,Linus Hogberg,23,PHI,D,5,0,2,2,0,2,0.3,0,0,0,0,2,0,0,3,0.0,85,1704,8,0,0,0,,hogbeli01
398,Nils Hoglander,21,VAN,LW,60,10,8,18,-6,24,1.3,9,1,0,0,6,2,0,132,7.6,785,1305,16,41,0,1,0.0,hoglani01
399,Nick Holden,34,OTT,D,76,5,14,19,0,12,4.2,5,0,0,1,14,0,0,75,6.7,1509,1951,112,115,0,1,0.0,holdeni01
400,Justin Holl,30,TOR,D,69,3,20,23,14,41,4.1,2,0,1,1,18,0,2,64,4.7,1394,2012,104,129,0,0,,hollju01
401,Alexander Holtz,20,NJD,RW,9,0,2,2,-5,2,-0.2,0,0,0,0,1,1,0,12,0.0,110,1216,2,5,0,0,,holtzal01
402,Patric Hornqvist,35,FLA,RW,65,11,17,28,-5,19,1.8,8,3,0,0,13,4,0,165,6.7,824,1240,23,112,8,13,38.1,hornqpa01
403,Bo Horvat,26,VAN,C,70,31,21,52,3,40,6.0,17,13,1,4,15,6,0,194,16.0,1366,1931,45,96,841,634,57.0,horvabo01
404,Brett Howden,23,VEG,C,47,9,11,20,9,12,2.3,9,0,0,2,9,0,2,39,23.1,501,1039,36,62,140,151,48.1,howdebr01
405,Filip Hronek,24,DET,D,78,5,33,38,-29,36,3.7,3,2,0,0,28,5,0,133,3.8,1718,2202,81,70,0,0,,hronefi01
406,Jonathan Huberdeau,28,FLA,LW,80,30,85,115,35,54,11.9,22,5,3,7,50,33,2,222,13.5,1554,1925,28,99,18,36,33.3,huberjo01
407,Jack Hughes,20,NJD,C,49,26,30,56,-16,0,5.8,20,6,0,2,22,8,0,165,15.8,959,1934,15,6,122,231,34.6,hugheja03
408,Quinn Hughes,22,VAN,D,76,8,60,68,10,28,10.1,8,0,0,1,27,31,2,150,5.3,1919,2515,56,19,0,0,,hughequ01
409,Brad Hunt,33,VAN,D,50,3,14,17,-3,12,2.5,3,0,0,0,12,2,0,67,4.5,763,1515,48,22,0,0,,huntbr01
410,Dryden Hunt,26,NYR,LW,76,6,11,17,-10,52,0.4,6,0,0,2,11,0,0,94,6.4,934,1217,17,153,5,15,25.0,huntdr01
411,Ben Hutton,28,VEG,D,58,3,10,13,7,32,2.7,3,0,0,0,10,0,0,78,3.8,897,1528,72,49,0,0,,huttobe01
412,Grant Hutton,26,NYI,D,16,1,0,1,-1,4,0.4,1,0,0,0,0,0,0,22,4.5,227,1411,12,15,0,0,,huttogr01
413,Zach Hyman,29,EDM,C,76,27,27,54,-9,36,4.8,21,5,1,4,19,5,3,213,12.7,1479,1928,31,74,41,44,48.2,hymanza01
414,Alex Iafallo,28,LAK,C,79,17,20,37,4,8,3.3,13,3,1,2,16,3,1,215,7.9,1462,1830,53,48,15,17,46.9,iafalal01
415,Bokondji Imama,25,ARI,LW,4,1,0,1,-2,5,0.1,1,0,0,0,0,0,0,3,33.3,18,431,0,10,0,0,,imamabo01
416,Matt Irwin,34,WSH,D,17,1,3,4,0,6,0.7,1,0,0,0,3,0,0,29,3.4,215,1239,21,36,0,0,,irwinma01
417,Mark Jankowski,27,BUF,C,19,2,3,5,2,4,0.4,2,0,0,1,3,0,0,14,14.3,259,1339,8,5,86,93,48.0,jankoma01
418,Mattias Janmark,29,VEG,C,67,9,16,25,3,21,1.8,7,0,2,1,15,0,1,89,10.1,961,1421,28,19,11,16,40.7,janmama02
419,Calle Jarnkrok,30,TOT,C,66,12,18,30,-14,6,1.9,10,2,0,1,14,4,0,101,11.9,1058,1602,17,38,239,228,51.2,jarnkca01
420,Christian Jaros,25,NJD,D,11,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,9,0.0,121,1101,10,21,0,0,,jarosch01
421,Seth Jarvis,19,CAR,C,68,17,23,40,11,18,4.3,15,2,0,4,19,4,0,110,15.5,944,1353,21,69,11,14,44.0,jarvise01
422,Dmitrij Jaskin,28,ARI,RW,12,0,1,1,-6,4,-0.4,0,0,0,0,1,0,0,23,0.0,177,1447,9,47,5,5,50.0,jaskidm01
423,Tanner Jeannot,24,NSH,F,81,24,17,41,2,130,4.1,21,2,1,5,16,1,0,124,19.4,1295,1559,64,318,10,14,41.7,jeannta01
424,Jan Jenik,21,ARI,RW,13,2,1,3,-6,11,0.0,2,0,0,1,1,0,0,22,9.1,139,1041,4,25,8,11,42.1,jenikja01
425,Boone Jenner,28,CBJ,C,59,23,21,44,-11,22,3.9,15,8,0,3,19,2,0,160,14.4,1207,2028,56,80,642,556,53.6,jennebo01
426,Nick Jensen,31,WSH,D,76,5,16,21,32,21,6.0,5,0,0,1,16,0,0,88,5.7,1470,1921,92,135,0,0,,jenseni02
427,Lucas Johansen,24,WSH,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,12,1218,0,0,0,0,,johanlu01
428,Ryan Johansen,29,NSH,C,79,26,37,63,-2,53,6.2,15,11,0,6,24,13,0,118,22.0,1309,1634,35,72,691,622,52.6,johanry01
429,Marcus Johansson,31,TOT,C,69,9,20,29,-26,4,1.1,6,3,0,2,13,7,0,111,8.1,1113,1608,26,31,41,57,41.8,johanma03
430,Erik Johnson,33,COL,D,77,8,17,25,22,24,5.3,7,0,1,1,15,1,1,139,5.8,1330,1717,136,165,0,0,,johnser01
431,Jack Johnson,35,COL,D,74,1,8,9,5,42,1.9,1,0,0,0,7,0,1,57,1.8,1239,1645,68,91,0,0,,johnsja02
432,Kent Johnson,19,CBJ,C,9,0,3,3,2,2,0.2,0,0,0,0,1,2,0,5,0.0,112,1227,1,4,0,0,,johnske01
433,Reese Johnson,23,CHI,F,37,1,5,6,-13,16,-0.4,1,0,0,0,5,0,0,24,4.2,393,1038,14,141,107,105,50.5,johnsre01
434,Tyler Johnson,31,CHI,C,26,3,4,7,-8,12,0.2,3,0,0,0,2,2,0,30,10.0,337,1259,7,37,31,20,60.8,johnsty01
435,Andreas Johnsson,27,NJD,LW,71,13,22,35,4,30,3.1,12,1,0,0,22,0,0,114,11.4,1020,1422,22,64,4,10,28.6,johnsan01
436,Ross Johnston,27,NYI,LW,32,2,5,7,-3,44,0.3,2,0,0,0,5,0,0,9,22.2,329,1016,16,90,0,1,0.0,johnsro02
437,Henri Jokiharju,22,BUF,D,60,3,16,19,-8,20,3.1,3,0,0,0,12,4,0,83,3.6,1313,2153,60,73,0,0,,jokihhe01
438,Ben Jones,22,VEG,F,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,16,803,1,4,0,0,,jonesbe01
439,Caleb Jones,24,CHI,D,51,5,10,15,-3,18,2.9,5,0,0,1,9,1,0,57,8.8,853,1643,58,77,0,0,,jonesca01
440,Max Jones,23,ANA,LW,2,0,0,0,-1,15,-0.1,0,0,0,0,0,0,0,2,0.0,20,954,0,2,1,1,50.0,jonesma03
441,Seth Jones,27,CHI,D,78,5,46,51,-37,28,5.4,5,0,0,0,26,19,1,194,2.6,2045,2613,155,99,0,0,,jonesse01
442,Zachary Jones,21,NYR,D,12,0,2,2,-7,0,-0.1,0,0,0,0,2,0,0,8,0.0,182,1510,13,4,0,0,,jonesza01
443,Axel Jonsson Fjällby,23,WSH,LW,23,2,2,4,0,4,0.2,2,0,0,0,2,0,0,29,6.9,257,1111,8,18,1,3,25.0,jonssax01
444,Mathieu Joseph,24,TOT,RW,69,12,18,30,12,29,2.8,10,0,2,3,16,0,2,86,14.0,980,1412,27,106,20,28,41.7,josepma01
445,Pierre-Olivier Joseph,22,PIT,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,73,1814,4,6,0,0,,joseppi01
446,Dakota Joshua,25,STL,C,30,3,5,8,6,16,0.8,3,0,0,2,5,0,0,31,9.7,255,830,10,77,40,35,53.3,joshuda01
447,Roman Josi,31,NSH,D,80,23,73,96,13,46,13.9,12,11,0,2,47,26,0,281,8.2,2044,2533,133,66,0,0,,josiro01
448,Tyson Jost,23,TOT,C,80,8,12,20,2,34,0.7,8,0,0,2,11,0,1,97,8.2,1026,1249,37,55,172,254,40.4,jostty01
449,Olli Juolevi,23,TOT,D,18,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,18,0.0,230,1245,10,14,0,0,,juoleol01
450,Noah Juulsen,24,VAN,D,8,0,2,2,-4,0,0.0,0,0,0,0,2,0,0,6,0.0,117,1441,11,20,0,0,,juulsno01
451,Nazem Kadri,31,COL,C,71,28,59,87,13,71,8.9,20,8,0,6,38,21,0,247,11.3,1366,1914,19,52,585,592,49.7,kadrina01
452,Kaapo Kakko,20,NYR,RW,43,7,11,18,9,10,1.7,6,1,0,2,10,1,0,62,11.3,664,1527,15,8,1,6,14.3,kakkoka01
453,Arthur Kaliyev,20,LAK,RW,80,14,13,27,-3,37,2.4,8,6,0,2,10,3,0,194,7.2,1012,1239,12,31,0,0,,kaliyar01
454,Wyatt Kalynuk,24,CHI,D,5,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0.0,60,1200,0,9,0,0,,kalynwy01
455,David Kampf,27,TOR,C,82,11,15,26,12,20,1.6,9,0,2,1,13,0,2,102,10.8,1252,1516,26,80,616,549,52.9,kampfda01
456,Evander Kane,30,EDM,LW,43,22,17,39,25,60,5.3,17,3,2,3,15,1,1,152,14.5,836,1927,11,135,9,11,45.0,kaneev01
457,Patrick Kane,33,CHI,RW,78,26,66,92,-19,18,8.1,17,9,0,2,44,22,0,287,9.1,1702,2149,26,11,4,4,50.0,kanepa01
458,Kasperi Kapanen,25,PIT,RW,79,11,21,32,2,16,2.3,11,0,0,2,16,5,0,129,8.5,1148,1432,19,110,5,7,41.7,kapanka01
459,Kirill Kaprizov,24,MIN,LW,81,47,61,108,27,34,12.8,33,14,0,5,44,17,0,289,16.3,1548,1906,29,73,5,4,55.6,kapriki01
460,Erik Karlsson,31,SJS,D,50,10,25,35,-14,14,5.2,10,0,0,2,15,10,0,117,8.5,1174,2328,45,18,0,0,,karlser01
461,William Karlsson,29,VEG,C,67,12,23,35,3,10,2.6,9,1,2,0,21,2,0,135,8.9,1225,1817,42,42,508,475,51.7,karlswi01
462,Fredrik Karlstrom,24,DAL,C,3,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0.0,19,612,0,0,0,0,,karlsfr01
463,Ondrej Kase,26,TOR,RW,50,14,13,27,4,14,2.8,9,4,1,2,9,4,0,119,11.8,699,1359,32,29,2,9,18.2,kaseon01
464,Zack Kassian,31,EDM,RW,58,6,13,19,2,63,1.3,4,2,0,1,13,0,0,58,10.3,684,1147,6,154,3,4,42.9,kassiza01
465,Mark Kastelic,22,OTT,C,16,2,2,4,-1,14,0.3,2,0,0,1,2,0,0,11,18.2,147,911,10,51,70,50,58.3,kastema01
466,Boris Katchouk,23,TOT,LW,59,3,4,7,-7,39,-0.3,3,0,0,1,4,0,0,58,5.2,585,955,20,138,7,12,36.8,katchbo01
467,Martin Kaut,22,COL,RW,6,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,53,849,3,6,0,0,,kautma01
468,Joey Keane,22,CAR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,14,1338,0,1,0,0,,keanejo01
469,Duncan Keith,38,EDM,D,64,1,20,21,15,22,4.0,1,0,0,1,18,2,0,79,1.3,1263,1944,114,22,0,0,,keithdu01
470,Clayton Keller,23,ARI,C,67,28,35,63,3,28,6.7,22,5,1,2,28,6,1,177,15.8,1349,2008,31,17,29,39,42.6,kellecl01
471,Parker Kelly,22,OTT,F,41,7,5,12,-4,60,1.1,7,0,0,0,5,0,0,48,14.6,434,1035,30,131,0,2,0.0,kellypa01
472,Adrian Kempe,25,LAK,LW,78,35,19,54,-2,46,6.5,26,6,3,7,9,10,0,247,14.2,1450,1835,28,111,25,25,50.0,kempead01
473,Michal Kempny,31,WSH,D,15,1,1,2,-3,16,0.3,1,0,0,0,1,0,0,10,10.0,238,1550,19,22,0,0,,kempnmi01
474,Alexander Kerfoot,27,TOR,C,82,13,38,51,19,20,4.5,13,0,0,1,34,1,3,117,11.1,1248,1513,65,75,76,102,42.7,kerfoal01
475,Tanner Kero,29,DAL,RW,23,0,3,3,-5,0,-0.2,0,0,0,0,3,0,0,14,0.0,220,934,9,12,9,5,64.3,kerota01
476,Phil Kessel,34,ARI,RW,82,8,44,52,-24,40,2.7,6,2,0,0,32,12,0,175,4.6,1368,1641,21,6,4,8,33.3,kesseph01
477,Jujhar Khaira,27,CHI,LW,27,3,0,3,-4,13,-0.1,3,0,0,0,0,0,0,32,9.4,367,1336,14,88,53,48,52.5,khairju01
478,Matt Kiersted,23,FLA,D,10,1,1,2,-8,2,-0.3,1,0,0,0,1,0,0,11,9.1,140,1403,17,10,0,0,,kiersma01
479,Alex Killorn,32,TBL,C,82,25,34,59,1,66,5.4,19,6,0,2,26,8,0,164,15.2,1533,1842,26,88,2,10,16.7,killoal01
480,Bryce Kindopp,22,ANA,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,6,606,0,0,0,1,0.0,kindobr01
481,Joel Kiviranta,25,DAL,F,56,1,6,7,-6,10,-0.2,1,0,0,0,6,0,0,59,1.7,533,931,23,97,0,3,0.0,kivirjo01
482,John Klingberg,29,DAL,D,74,6,41,47,-28,34,5.4,5,1,0,2,22,19,0,139,4.3,1643,2213,77,57,0,0,,klingjo01
483,Artemi Kniazev,21,SJS,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,12,1159,0,1,0,0,,kniazar01
484,Slater Koekkoek,27,EDM,D,19,0,4,4,2,16,0.7,0,0,0,0,4,0,0,11,0.0,212,1110,18,21,0,0,,koekksl01
485,Otto Koivula,23,NYI,LW,8,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,8,0.0,86,1045,4,8,22,30,42.3,koivuot01
486,Keegan Kolesar,24,VEG,RW,77,7,17,24,-6,68,1.1,5,1,1,0,17,0,0,94,7.4,974,1239,46,246,76,112,40.4,koleske01
487,Vladislav Kolyachonok,20,ARI,D,32,1,2,3,0,6,0.9,1,0,0,0,2,0,0,24,4.2,507,1551,36,39,0,0,,kolyavl01
488,Leo Komarov,35,NYI,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,11,1050,0,3,1,0,100.0,komarle01
489,Travis Konecny,24,PHI,C,79,16,36,52,-23,77,3.8,13,3,0,3,29,7,0,220,7.3,1391,1737,34,80,13,18,41.9,konectr01
490,Anze Kopitar,34,LAK,C,81,19,48,67,-6,14,5.7,13,6,0,4,31,16,1,210,9.0,1682,2046,71,72,858,651,56.9,kopitan01
491,Kaedan Korczak,21,VEG,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,17,1637,1,0,0,0,,korczka01
492,Klim Kostin,22,STL,C,40,4,5,9,-3,23,0.5,4,0,0,1,5,0,0,31,12.9,361,901,9,90,2,2,50.0,kostikl01
493,Jesperi Kotkaniemi,21,CAR,C,66,12,17,29,3,37,2.7,12,0,0,3,13,4,0,81,14.8,794,1201,15,74,176,168,51.2,kotkaje01
494,Johnathan Kovacevic,24,WPG,D,4,0,0,0,1,2,0.1,0,0,0,0,0,0,0,7,0.0,43,1049,3,0,0,0,,kovacjo01
495,Peyton Krebs,21,TOT,C,57,7,15,22,-26,22,0.6,7,0,0,2,5,10,0,56,12.5,831,1435,8,25,61,112,35.3,krebspe01
496,Chris Kreider,30,NYR,LW,81,52,25,77,19,24,10.8,23,26,3,11,16,9,0,258,20.2,1517,1844,39,141,67,70,48.9,kreidch01
497,Torey Krug,30,STL,D,64,9,34,43,23,48,7.2,5,3,1,1,18,16,0,119,7.6,1316,2034,70,53,0,0,,krugto01
498,Dominik Kubalík,26,CHI,LW,78,15,17,32,-16,16,2.3,12,3,0,0,11,6,0,161,9.3,1133,1431,28,93,8,12,40.0,kubaldo01
499,Nikita Kucherov,28,TBL,RW,47,25,44,69,1,22,7.4,16,9,0,1,23,21,0,156,16.0,939,1959,7,32,1,0,100.0,kucheni01
500,Karson Kuhlman,26,TOT,C,44,3,7,10,-2,6,0.4,3,0,0,0,7,0,0,68,4.4,524,1154,20,71,0,2,0.0,kuhlmka01
501,Dean Kukan,28,CBJ,D,41,3,8,11,-2,16,1.6,3,0,0,0,8,0,0,41,7.3,668,1618,39,43,0,0,,kukande01
502,Brett Kulak,28,TOT,D,74,5,16,21,-4,45,3.2,5,0,0,0,15,0,1,92,5.4,1314,1745,63,103,0,0,,kulakbr01
503,Dmitry Kulikov,31,MIN,D,80,7,17,24,23,39,4.7,7,0,0,2,17,0,0,74,9.5,1456,1812,103,100,0,0,,kulikdm01
504,Luke Kunin,24,NSH,C,82,13,9,22,-11,99,1.0,13,0,0,0,7,2,0,125,10.4,1134,1350,51,223,48,61,44.0,kuninlu01
505,Janne Kuokkanen,23,NJD,C,57,6,11,17,-10,10,0.6,4,1,1,1,11,0,0,64,9.4,769,1329,22,33,2,14,12.5,kuokkja01
506,Rasmus Kupari,21,LAK,C,57,5,8,13,-5,18,0.6,3,1,1,1,6,2,0,51,9.8,673,1148,17,68,129,174,42.6,kuparra01
507,Sean Kuraly,29,CBJ,C,77,14,16,30,2,61,2.2,14,0,0,0,14,1,1,121,11.6,1221,1552,51,240,628,642,49.4,kuralse01
508,Philipp Kurashev,22,CHI,C,67,6,15,21,-16,12,0.8,4,2,0,1,12,3,0,86,7.0,861,1251,30,31,51,70,42.1,kurasph01
509,Evgeny Kuznetsov,29,WSH,C,79,24,54,78,7,44,7.6,13,8,3,4,33,19,2,208,11.5,1602,2017,25,42,507,659,43.5,kuzneev01
510,Oliver Kylington,24,CGY,D,73,9,22,31,34,14,7.2,8,1,0,2,20,2,0,138,6.5,1326,1810,79,40,0,0,,kylinol01
511,Jordan Kyrou,23,STL,C,74,27,48,75,10,20,7.8,22,5,0,4,33,14,1,188,14.4,1227,1635,23,6,6,9,40.0,kyroujo01
512,Kevin Labanc,26,SJS,RW,21,3,3,6,-4,6,0.4,1,2,0,1,1,2,0,36,8.3,279,1317,9,28,0,1,0.0,labanke01
513,Tanner Laczynski,24,PHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,927,1,3,2,3,40.0,laczyta01
514,Andrew Ladd,36,ARI,LW,51,7,5,12,-20,47,-0.1,4,3,0,0,4,1,0,57,12.3,720,1407,33,68,7,3,70.0,laddan01
515,Paul Ladue,29,NYI,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,1247,1,2,0,0,,laduepa01
516,Sam Lafferty,26,TOT,C,56,5,8,13,-16,37,0.0,5,0,0,1,8,0,0,80,6.3,760,1334,26,137,108,155,41.1,laffesa01
517,Alexis Lafreniere,20,NYR,LW,79,19,12,31,2,37,3.2,19,0,0,4,10,2,0,110,17.3,1105,1359,26,108,14,34,29.2,lafreal01
518,William Lagesson,25,TOT,D,33,0,5,5,3,13,1.0,0,0,0,0,5,0,0,33,0.0,415,1235,20,40,0,0,,lageswi01
519,Patrik Laine,23,CBJ,RW,56,26,30,56,-7,24,5.8,21,5,0,7,21,9,0,167,15.6,1054,1850,13,34,14,24,36.8,lainepa01
520,Maxime Lajoie,24,CAR,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,6,0.0,63,1232,5,3,0,0,,lajoima01
521,Juho Lammikko,26,VAN,RW,75,7,8,15,-6,14,0.4,7,0,0,2,8,0,0,67,10.4,921,1217,46,93,354,340,51.0,lammiju01
522,Gabriel Landeskog,29,COL,LW,51,30,29,59,27,78,7.5,23,7,0,5,21,8,0,150,20.0,1036,2019,34,94,241,198,54.9,landega01
523,Hendrix Lapierre,19,WSH,C,6,1,0,1,2,2,0.2,1,0,0,0,0,0,0,7,14.3,58,935,2,1,6,17,26.1,lapiehe01
524,Dylan Larkin,25,DET,C,71,31,38,69,-18,47,6.8,25,6,0,4,30,7,1,212,14.6,1396,1939,28,76,630,574,52.3,larkidy01
525,Adam Larsson,29,SEA,D,82,8,17,25,-23,55,3.5,8,0,0,3,16,1,0,119,6.7,1827,2217,140,183,0,0,,larssad01
526,Jacob Larsson,24,ANA,D,6,0,1,1,-3,2,0.0,0,0,0,0,1,0,0,5,0.0,92,1516,5,1,0,0,,larssja01
527,Johan Larsson,29,TOT,LW,43,7,14,21,-4,32,1.4,5,2,0,1,13,1,0,44,15.9,684,1555,25,70,195,227,46.2,larssjo02
528,Scott Laughton,27,PHI,C,67,11,19,30,-9,35,2.1,9,0,2,1,18,1,0,110,10.0,1100,1625,47,151,395,379,51.0,laughsc01
529,Jeremy Lauzon,24,TOT,D,66,2,5,7,-6,81,1.6,2,0,0,0,5,0,0,75,2.7,1166,1740,63,224,0,0,,lauzoje01
530,Curtis Lazar,26,BOS,C,70,8,8,16,-2,16,1.0,8,0,0,0,7,0,1,95,8.4,840,1200,51,186,136,142,48.9,lazarcu01
531,Brett Leason,22,WSH,RW,36,3,3,6,1,4,0.4,3,0,0,0,3,0,0,45,6.7,322,857,14,16,3,5,37.5,leasobr01
532,Nick Leddy,30,TOT,D,75,3,21,24,-30,22,1.7,3,0,0,0,15,6,0,71,4.2,1606,2125,67,37,0,0,,leddyni01
